token_0,BIO_tag_0
kasus,e-korban
dan,O
4,O
orang,O
meninggal,O
",",O
Purbalingga,b-lokasi
99,b-korban
yang,O
meninggal,O
2,O
orang,O
",",O
dan,O
Brebes,b-lokasi
dengan,O
87,b-korban
kasus,e-korban
",",O
meninggal,O
2,O
orang,O
.,O
``,O
Kasus,O
demam,b-penyakit
berdarah,e-penyakit
di,O
Jateng,O
ini,O
memang,O
selalu,O
terjadi,O
dan,O
tersebar,O
merata,O
.,O
Apalagi,O
kita,O
ini,O
hidup,O
di,O
negara,O
tropis,O
",",O
yang,O
menjadi,O
endemis,O
demam,b-penyakit
berdarah,e-penyakit
",",O
',O
ungkapnya,O
.,O
ENDE,b-lokasi
",",O
KOMPAS.com,O
-,O
Kepala,O
Bidang,O
Pencegahan,O
dan,O
Penanggulangan,O
Penyakit,O
(,O
P2P,O
),O
Dinas,O
Kesehatan,O
Kabupaten,b-lokasi
Ende,e-lokasi
",",O
Achmad,O
Gulung,O
mengatakan,O
sebanyak,O
117,O
dari,O
119,b-korban
penderita,e-korban
demam,b-penyakit
berdarah,i-penyakit
dengue,e-penyakit
(,O
DBD,b-penyakit
),O
di,O
daerah,O
itu,O
dinyatakan,O
sembuh,O
.,O
``,O
Sembuh,O
117,O
orang,O
",",O
ia,O
sembuh,O
semua,O
.,O
Kita,O
sudah,O
sentuh,O
dengan,O
fogging,O
",",O
abate,O
",",O
lalu,O
kita,O
kerja,O
bakti,O
dilibatkan,O
dengan,O
masyarakat,O
selama,O
ini,O
",",O
',O
jelas,O
Achmad,O
",",O
Senin,b-waktu
(,O
30/3/2020,b-waktu
),O
.,O
Berdasarkan,O
rekapitulasi,O
harian,O
",",O
tercatat,O
sebanyak,O
119,b-korban
kasus,e-korban
DBD,b-penyakit
di,O
Kabupaten,b-lokasi
Ende,e-lokasi
sejak,O
Januari,b-waktu
hingga,O
28,O
Maret,b-waktu
2020,e-waktu
.,O
Dari,O
jumlah,O
kasus,O
tersebut,O
",",O
dua,O
penderita,O
dinyatakan,O
meninggal,O
.,O
Sementara,O
sisanya,O
telah,O
sembuh,O
dan,O
diizinkan,O
pulang,O
ke,O
rumah,O
masing,O
-,O
masing,O
.,O
Kini,O
",",O
kata,O
Ahmad,O
",",O
tak,O
ada,O
lagi,O
pasien,O
DBD,b-penyakit
di,O
rumah,O
sakit,O
ataupun,O
puskesmas,O
di,O
Kabupaten,b-lokasi
Ende,e-lokasi
.,O
``,O
DBD,b-penyakit
sudah,O
membaik,O
",",O
lebih,O
baik,O
dari,O
tahun,O
lalu,O
.,O
Semua,O
kasus,O
tentang,O
DBD,b-penyakit
sudah,O
aman,O
",",O
',O
kata,O
Achmad,O
.,O
Informasi,O
yang,O
dihimpun,O
Kompas.com,O
",",O
hingga,O
",",O
Selasa,b-waktu
(,O
31/3/2020,b-waktu
),O
",",O
jumlah,O
penderita,O
DBD,b-penyakit
di,O
Provinsi,b-lokasi
NTT,e-lokasi
mencapai,O
4.304,b-korban
jiwa,e-korban
",",O
dengan,O
tingkat,O
kematian,O
sebesar,O
"1,09",O
persen,O
atau,O
47,b-korban
orang,e-korban
.,O
Ribuan,O
penderita,O
tersebar,O
di,O
22,O
kabupaten,O
dan,O
kota,O
di,O
NTT,O
.,O
Sebanyak,O
47,b-korban
warga,e-korban
yang,O
meninggal,O
berasal,O
dari,O
Kota,b-lokasi
Kupang,e-lokasi
(,O
6,b-korban
orang,e-korban
),O
",",O
Kabupaten,b-lokasi
Kupang,e-lokasi
(,O
4,b-korban
orang,e-korban
),O
",",O
Kabupaten,b-lokasi
Timor,i-lokasi
Tengah,i-lokasi
Utara,e-lokasi
(,O
2,b-korban
orang,e-korban
),O
",",O
Kabupaten,b-lokasi
Belu,e-lokasi
(,O
6,b-korban
orang,e-korban
),O
",",O
Kabupaten,b-lokasi
Alor,e-lokasi
(,O
4,O
),O
",",O
Kabupaten,b-lokasi
Lembata,e-lokasi
(,O
4,b-korban
orang,e-korban
),O
",",O
dan,O
Kabupaten,b-lokasi
Flores,i-lokasi
Timur,e-lokasi
(,O
2,O
),O
.,O
Selanjutnya,O
",",O
Kabupaten,b-lokasi
Sikka,e-lokasi
(,O
14,b-korban
orang,e-korban
),O
",",O
Kabupaten,b-lokasi
Ende,e-lokasi
(,O
2,b-korban
orang,e-korban
),O
",",O
Kabupaten,b-lokasi
Manggarai,e-lokasi
(,O
1,b-korban
orang,e-korban
),O
",",O
Manggarai,b-lokasi
Timur,e-lokasi
(,O
1,b-korban
orang,e-korban
),O
",",O
dan,O
Rote,b-lokasi
Ndao,e-lokasi
(,O
1,b-korban
orang,e-korban
),O
.,O
Untuk,O
4.304,b-korban
warga,e-korban
yang,O
terjangkit,O
DBD,b-penyakit
",",O
paling,O
banyak,O
dari,O
Kabupaten,b-lokasi
Sikka,e-lokasi
",",O
yakni,O
1.485,b-korban
orang,e-korban
.,O
Kemudian,O
Kota,b-lokasi
Kupang,e-lokasi
462,b-korban
orang,e-korban
",",O
Kabupaten,b-lokasi
Belu,e-lokasi
530,b-korban
orang,e-korban
",",O
dan,O
Kabupaten,b-lokasi
Alor,e-lokasi
382,b-korban
orang,e-korban
.,O
Untuk,O
18,O
kabupaten,O
lainnya,O
",",O
angka,O
penderita,O
di,O
bawah,O
200,b-korban
orang,e-korban
.,O
Kabupaten,b-lokasi
Sikka,e-lokasi
sempat,O
menetapkan,O
status,O
kejadian,O
luar,O
biasa,O
(,O
KLB,O
),O
DBD,b-penyakit
.,O
Status,O
KLB,O
DBD,b-penyakit
itu,O
diperpanjang,O
selama,O
tiga,O
kali,O
.,O
Belakangan,O
",",O
status,O
KLB,O
itu,O
telah,O
dicabut,O
karena,O
jumlah,O
kasus,O
yang,O
menurun,O
.,O
SEMARANG,b-lokasi
",",O
KOMPAS.com,O
-,O
Sebanyak,O
17,b-korban
orang,e-korban
di,O
Jawa,b-lokasi
Tengah,e-lokasi
meninggal,O
dunia,O
akibat,O
terjangkit,O
demam,b-penyakit
berdarah,e-penyakit
(,O
DB,b-penyakit
),O
.,O
Data,O
tersebut,O
mengacu,O
pada,O
Dinas,O
Kesehatan,O
(,O
Dinkes,O
),O
Jateng,O
sejak,O
Januari,b-waktu
hingga,O
awal,O
Maret,b-waktu
2020,e-waktu
.,O
Angka,O
kematian,O
tersebut,O
cenderung,O
menurun,O
sekitar,O
"1,39",O
persen,O
dibanding,O
triwulan,O
pertama,O
tahun,O
2019,O
yang,O
mencapai,O
26,b-korban
orang,e-korban
per,O
100,O
ribu,O
pasien,O
.,O
Berdasarkan,O
data,O
Dinkes,O
Jateng,O
per,O
10,b-waktu
Maret,i-waktu
2020,e-waktu
pukul,O
19,O
WIB,O
",",O
dari,O
total,O
35,O
kota/,O
kabupaten,O
tercatat,O
ada,O
total,O
1.227,b-korban
pasien,e-korban
.,O
Daerah,O
tertinggi,O
penderita,O
DB,O
yakni,O
Cilacap,b-lokasi
dengan,O
146,b-korban
pasien,e-korban
dan,O
2,O
meninggal,O
dunia,O
.,O
Kemudian,O
",",O
Kabupaten,b-lokasi
Jepara,e-lokasi
104,b-korban
pasien,e-korban
dan,O
1,b-korban
meninggal,e-korban
dunia,O
",",O
Kota,b-lokasi
Semarang,e-lokasi
85,b-korban
pasien,e-korban
dan,O
2,b-korban
meninggal,e-korban
dunia,O
",",O
Kabupaten,b-lokasi
Tegal,e-lokasi
76,b-korban
pasien,e-korban
dan,O
1,b-korban
meninggal,e-korban
dunia,O
",",O
disusul,O
Brebes,b-lokasi
dan,O
Kebumen,b-lokasi
dengan,O
61,b-korban
pasien,e-korban
dan,O
1,b-korban
meninggal,e-korban
dunia,O
.,O
BEKASI,b-lokasi
",",O
KOMPAS.com,O
-,O
Berdasarkan,O
catatan,O
Dinas,O
Kesehatan,O
Kabupaten,b-lokasi
Bekasi,e-lokasi
sepanjang,O
Januari,b-waktu
hingga,O
Februari,b-waktu
2020,e-waktu
ini,O
ada,O
51,b-korban
kasus,e-korban
demam,b-penyakit
berdarah,i-penyakit
dengue,e-penyakit
(,O
DBD,b-penyakit
),O
di,O
Kabupaten,b-lokasi
Bekasi,e-lokasi
.,O
Kepala,O
Dinas,O
Kesehatan,O
Kabupaten,b-lokasi
Bekasi,e-lokasi
",",O
Sri,O
Enny,O
mengatakan,O
",",O
jumlah,O
DBD,b-penyakit
tersebut,O
menurun,O
dari,O
sebelumnya,O
237,b-korban
jumlah,e-korban
kasus,O
DBD,b-penyakit
di,O
Kabupaten,b-lokasi
Bekasi,e-lokasi
.,O
?,O
Alhamdulillah,O
terjadi,O
penurunan,O
kasus,O
dari,O
tahun,O
yang,O
lalu,O
di,O
bulan,O
yang,O
sama,O
",",O
?,O
ucap,O
Sri,O
dalam,O
keterangan,O
tertulisnya,O
",",O
Kamis,b-waktu
(,O
12/3/2020,b-waktu
),O
.,O
Sri,O
mendetailkan,O
",",O
pada,O
tahun,O
2019,b-waktu
berjumlah,O
237,b-korban
kasus,e-korban
",",O
bulan,O
Januari,b-waktu
ada,O
85,b-korban
kasus,e-korban
dan,O
bulan,O
Februari,b-waktu
ada,O
152,b-korban
kasus,e-korban
DBD,b-penyakit
.,O
Sementara,O
",",O
awal,O
tahun,O
2020,b-waktu
ini,O
berjumlah,O
51,b-korban
kasus,e-korban
",",O
bulan,O
Januari,b-waktu
ada,O
30,b-korban
kasus,e-korban
dan,O
21,b-korban
kasus,e-korban
DBD,b-penyakit
.,O
Ia,O
mengatakan,O
",",O
jumlah,O
DBD,b-penyakit
di,O
Kabupaten,O
awal,O
tahun,O
2020,b-waktu
ini,O
yang,O
terbanyak,O
ada,O
di,O
Kecamatan,b-lokasi
Setu,e-lokasi
",",O
Kecamatan,b-lokasi
Tarumajaya,e-lokasi
dan,O
Kecamatan,b-lokasi
Cibarusah,e-lokasi
.,O
Rata,O
-,O
rata,O
kasus,O
DBD,b-penyakit
di,O
Kabupaten,O
menyasar,O
masyarakat,O
dengan,O
usia,O
rata,O
-,O
rata,O
12,O
hingga,O
44,O
tahun,O
.,O
Sri,O
mengatakan,O
",",O
banyaknya,O
jumlah,O
kasus,O
DBD,b-penyakit
ini,O
disebabkan,O
oleh,O
beberapa,O
faktor,O
.,O
Misalnya,O
",",O
peralihan,O
dari,O
musim,O
hujan,O
ke,O
musim,O
panas,O
yang,O
kerap,O
terjadi,O
belakangan,O
ini,O
.,O
?,O
Lalu,O
kurangnya,O
kesadaran,O
masyarakat,O
untuk,O
tidak,O
membuang,O
sampah,O
sembarangan,O
itu,O
juga,O
dapat,O
berdampak,O
besar,O
(,O
pada,O
DBD,b-penyakit
),O
",",O
?,O
ucapnya,O
.,O
Oleh,O
karena,O
itu,O
",",O
untuk,O
menekan,O
angka,O
DBD,b-penyakit
di,O
Kabupaten,b-lokasi
Bekasi,e-lokasi
",",O
Dinas,O
Kesehatan,O
telah,O
melakukan,O
upaya,O
penanggulangan,O
.,O
KOMPAS.com,O
-,O
Korban,O
meninggal,O
karena,O
demam,b-penyakit
berdarah,i-penyakit
dengue,e-penyakit
(,O
DBD,b-penyakit
),O
di,O
Bogor,b-lokasi
bertambah,O
.,O
Seorang,O
warga,O
Bogor,b-lokasi
lainnya,O
meninggal,O
.,O
Sejak,O
awal,O
2020,b-waktu
",",O
korban,O
tewas,O
akibat,O
DBD,b-penyakit
di,O
Bogor,b-lokasi
sudah,O
lima,O
orang,O
.,O
``,O
Jumlah,O
lima,O
orang,O
warga,O
yang,O
meninggal,O
dunia,O
itu,O
",",O
selama,O
periode,O
Januari,b-waktu
hingga,O
Maret,b-waktu
",",O
sampai,O
Kamis,O
hari,O
ini,O
.,O
Semuanya,O
masih,O
dalam,O
usia,O
anak,O
",",O
',O
kata,O
Pelaksana,O
tugas,O
(,O
Plt,O
.,O
),O
Kepala,O
Dinas,O
Kesehatan,O
Kota,b-lokasi
Bogor,e-lokasi
Sri,O
Nowo,O
Retno,O
",",O
di,O
Balai,O
Kota,b-lokasi
Bogor,e-lokasi
",",O
Kamis,b-waktu
(,O
12/3/2020,b-waktu
),O
",",O
seperti,O
dikutip,O
Antara,O
.,O
Menurut,O
Retno,O
",",O
panggilan,O
Sri,O
Nowo,O
Retno,O
",",O
satu,O
orang,O
lagi,O
anak,O
yang,O
meninggal,O
dunia,O
pada,O
Kamis,O
ini,O
",",O
adalah,O
warga,O
Kelurahan,b-lokasi
Katulampa,e-lokasi
",",O
Bogor,b-lokasi
Timur,e-lokasi
",",O
Kota,b-lokasi
Bogor,e-lokasi
.,O
Namun,O
saat,O
dibawa,O
ke,O
rumah,O
sakit,O
sudah,O
dalam,O
kondisi,O
DSS,O
(,O
dengue,O
shock,O
syndrome,O
),O
.,O
Menurut,O
Sri,O
Nowo,O
Retno,O
",",O
selama,O
Januari,b-waktu
hingga,O
Maret,b-waktu
",",O
terjadi,O
tren,O
peningkatan,O
kasus,O
DBD,b-penyakit
",",O
yakni,O
sebanyak,O
43,b-korban
kasus,e-korban
pada,O
Januari,b-waktu
.,O
TANGERANG,b-lokasi
SELATAN,e-lokasi
",",O
KOMPAS.com,O
-,O
Penderita,O
penyakit,O
demam,b-penyakit
berdarah,e-penyakit
(,O
DBD,b-penyakit
),O
yang,O
ada,O
di,O
wilayah,O
Tangerang,b-lokasi
Selatan,e-lokasi
",",O
terus,O
meningkat,O
.,O
Tercatat,O
ada,O
87,b-korban
pasien,e-korban
penderita,O
DBD,b-penyakit
menjalani,O
perawatan,O
di,O
Rumah,O
Sakit,O
Umum,O
Tangsel,O
",",O
sepanjang,O
tahun,O
2020,b-waktu
.,O
Wakil,O
Wali,O
Kota,O
Tangerang,b-lokasi
Selatan,e-lokasi
",",O
Benyamin,O
Davnie,O
mengatakan,O
",",O
berdasarkan,O
data,O
yang,O
diterima,O
olehnya,O
",",O
87,b-korban
pasien,e-korban
penderita,O
DBD,b-penyakit
terjadi,O
sejak,O
Januari,b-waktu
2020,e-waktu
.,O
Saat,O
itu,O
ada,O
29,b-korban
penderita,e-korban
DBD,b-penyakit
yang,O
menjalani,O
perawatan,O
selama,O
7,O
hari,O
di,O
RSU,O
Tangsel,O
.,O
``,O
Berdasarkan,O
data,O
di,O
bulan,O
Januari,b-waktu
2020,e-waktu
ada,O
29,b-korban
penderita,e-korban
DBD,b-penyakit
dengan,O
catatan,O
(,O
pasien,O
),O
ada,O
dari,O
Kabupaten,b-lokasi
Tangerang,e-lokasi
",",O
Gunung,O
Sindur,O
sama,O
Kebayoran,O
Lama,O
",",O
',O
kata,O
Benyamin,O
saat,O
mengunjungi,O
RSU,O
Tangsel,O
",",O
Selasa,b-waktu
(,O
10/3/2020,b-waktu
),O
.,O
Kenaikan,O
terjadi,O
pada,O
bulan,O
Februari,b-waktu
2020,e-waktu
",",O
di,O
mana,O
ada,O
41,b-korban
pasien,e-korban
penderita,O
DBD,b-penyakit
yang,O
menjalami,O
perawatan,O
di,O
RSU,O
Tangsel,O
.,O
Menurut,O
Benyamin,O
",",O
untuk,O
jumlah,O
pasien,O
tersebut,O
juga,O
masih,O
didominasi,O
warga,O
Tangerang,b-lokasi
Selatan,e-lokasi
.,O
``,O
Untuk,O
41,b-korban
pasien,e-korban
yang,O
di,O
bulan,O
Februari,b-waktu
2020,e-waktu
juga,O
baru,O
",",O
karena,O
yang,O
bulan,O
Januari,O
itu,O
sudah,O
sembuh,O
.,O
Dan,O
itu,O
juga,O
masih,O
ada,O
orang,O
di,O
luar,O
Tangsel,O
tapi,O
tingal,O
di,O
dekat,O
sini,O
",",O
',O
katanya,O
.,O
Sementara,O
untuk,O
Maret,b-waktu
2020,e-waktu
",",O
Benyamin,O
menyebut,O
pasien,O
penderita,O
DBD,b-penyakit
juga,O
masih,O
ada,O
dan,O
menjalani,O
perawatan,O
di,O
RSU,O
Tangsel,O
.,O
Total,O
ada,O
13,O
dari,O
17,b-korban
pasien,e-korban
yang,O
masuk,O
di,O
RSU,O
Tangsel,O
sejak,O
bulan,O
Maret,b-waktu
2020,e-waktu
yang,O
baru,O
berjalan,O
10,O
hari,O
lalu,O
.,O
``,O
Ada,O
yang,O
meninggal,O
dua,O
orang,O
",",O
tapi,O
itu,O
bukan,O
karena,O
penyakit,O
DBD,b-penyakit
saja,O
tapi,O
ada,O
penyakit,O
penyerta,O
lainnya,O
",",O
',O
paparnya,O
.,O
Dua,O
orang,O
pasien,O
yang,O
meninggal,O
dunia,O
terjangkit,O
DBD,b-penyakit
pada,O
bulan,O
Februari,b-waktu
2020,e-waktu
tersebut,O
merupakan,O
anak,O
-,O
anak,O
dan,O
dewasa,O
.,O
``,O
Untuk,O
yang,O
meninggal,O
itu,O
satu,O
anak,O
dan,O
satu,O
dewasa,O
.,O
Benar,O
DBD,b-penyakit
tapi,O
ada,O
penyertanya,O
itu,O
",",O
',O
tutupnya,O
.,O
TASIKMALAYA,b-lokasi
",",O
KOMPAS.com,O
-,O
Pemerintah,O
Kota,O
Tasikmalaya,b-lokasi
",",O
Jawa,b-lokasi
Barat,e-lokasi
",",O
terus,O
berupaya,O
mencegah,O
bertambahnya,O
penderita,O
demam,b-penyakit
berdarah,i-penyakit
dengue,e-penyakit
(,O
DBD,b-penyakit
),O
.,O
Dinas,O
Kesehatan,O
Tasikmalaya,b-lokasi
mencatat,O
",",O
jumlah,O
pasien,O
yang,O
positif,O
DBD,b-penyakit
terus,O
bertambah,O
mencapai,O
142,b-korban
orang,e-korban
",",O
Jumlah,O
tersebut,O
dihitung,O
mulai,O
Januari,b-waktu
2020,e-waktu
hingga,O
hari,O
ini,O
",",O
Selasa,b-waktu
(,O
10/3/2020,b-waktu
),O
.,O
Berdasarkan,O
catatan,O
Dinkes,O
",",O
3,O
orang,O
di,O
antara,O
142,b-korban
pasien,e-korban
tersebut,O
meninggal,O
dunia,O
.,O
Pertambahan,O
jumlah,O
pasien,O
tergolong,O
cepat,O
.,O
Kepala,O
Bidang,O
Pencegahan,O
dan,O
Penanggulangan,O
Penyakit,O
(,O
P2P,O
),O
Dinas,O
Kesehatan,O
Kota,O
Tasikmalaya,b-lokasi
Suryaningsih,O
mengatakan,O
",",O
selama,O
dua,O
pekan,O
terakhir,O
",",O
korban,O
DBD,b-penyakit
bertambah,O
mencapai,O
36,b-korban
orang,e-korban
.,O
Pihaknya,O
pun,O
memprediksi,O
jumlah,O
kasus,O
DBD,b-penyakit
akan,O
semakin,O
bertambah,O
",",O
terutama,O
jika,O
melihat,O
kondisi,O
cuaca,O
buruk,O
yang,O
masih,O
terjadi,O
di,O
Tasikmalaya,b-lokasi
.,O
Terlebih,O
lagi,O
",",O
sebagian,O
besar,O
penambahan,O
korban,O
terjadi,O
di,O
wilayah,O
endemik,O
yang,O
selama,O
ini,O
paling,O
banyak,O
penderita,O
DBD,b-penyakit
.,O
``,O
Paling,O
banyak,O
korban,O
berada,O
di,O
dua,O
kecamatan,O
",",O
yaitu,O
Tawang,b-lokasi
dan,O
Tamansari,b-lokasi
.,O
Tapi,O
dari,O
jumlah,O
korban,O
itu,O
berasal,O
dari,O
seluruh,O
wilayah,O
Kota,b-lokasi
Tasikmalaya,e-lokasi
yang,O
berjumlah,O
10,O
kecamatan,O
",",O
',O
kata,O
Suryaningsih,O
kepada,O
wartawan,O
di,O
kantornya,O
",",O
Selasa,b-waktu
siang,O
.,O
MAUMERE,b-lokasi
",",O
KOMPAS.com,O
-,O
Jumlah,O
penderita,O
demam,b-penyakit
berdarah,i-penyakit
dengue,e-penyakit
(,O
DBD,b-penyakit
),O
di,O
Kabupaten,b-lokasi
Sikka,e-lokasi
",",O
Nusa,b-lokasi
Tenggara,i-lokasi
Timur,e-lokasi
(,O
NTT,b-lokasi
),O
bertambah,O
menjadi,O
981,b-korban
jiwa,e-korban
.,O
Sebanyak,O
9,b-korban
warga,e-korban
meninggal,O
.,O
Plt,O
Kadis,O
Kesehatan,O
Kabupaten,b-lokasi
Sikka,e-lokasi
Petrus,O
Herlemus,O
mengatakan,O
",",O
pihaknya,O
terus,O
bersiaga,O
di,O
puskesmas,O
untuk,O
menekan,O
peningkatan,O
kasus,O
DBD,b-penyakit
.,O
Setelah,O
menjalin,O
koordinasi,O
lintas,O
sektor,O
",",O
pemerintah,O
kabupaten,O
membentuk,O
tim,O
zona,O
dan,O
perang,O
melawan,O
nyamuk,O
.,O
TANGERANG,b-lokasi
SELATAN,e-lokasi
",",O
KOMPAS.com,O
-,O
Awal,O
Januari,b-waktu
2020,e-waktu
",",O
sebagian,O
wilayah,O
Jabodetabek,O
lumpuh,O
akibat,O
banjir,O
setelah,O
diterpa,O
hujan,O
deras,O
hingga,O
Rabu,b-waktu
(,O
1/1/2020,b-waktu
),O
.,O
Salah,O
satunya,O
wilayah,O
yang,O
terendam,O
adalah,O
Tangerang,b-lokasi
Selatan,e-lokasi
.,O
Baru,O
selesai,O
masalah,O
banjir,O
",",O
kini,O
warga,O
harus,O
dicemaskan,O
dengaan,O
berbagai,O
penyakit,O
yang,O
ditimbulkan,O
setelahnya,O
.,O
Penyakit,O
teraebut,O
disebabkan,O
oleh,O
binatang,O
",",O
baik,O
nyamuk,O
dan,O
tikus,O
.,O
Sedikitnya,O
70,b-korban
warga,e-korban
RW,O
10,O
Kampung,O
Rawa,O
Lele,O
",",O
Kelurahan,b-lokasi
Jombang,e-lokasi
",",O
Kecamatan,b-lokasi
Ciputat,e-lokasi
",",O
Tangerang,b-lokasi
Selatan,e-lokasi
",",O
menderita,O
demam,O
dan,O
radang,O
persendian,O
sejak,O
awak,O
tahun,O
hingga,O
saat,O
ini,O
.,O
Ketua,O
RW,O
10,O
Kampung,O
Rawa,O
Lele,O
",",O
Sofyan,O
mengatakan,O
",",O
dugaan,O
penyakit,O
chikunguya,O
yang,O
dialami,O
warganya,O
.,O
KOMPAS.com-,O
Kasus,O
Demam,b-penyakit
Berdarah,i-penyakit
Denguue,e-penyakit
(,O
DBD,b-penyakit
),O
menyebar,O
dan,O
memakan,O
korban,O
di,O
sejumlah,O
daerah,O
di,O
Indonesia,O
.,O
Pemerintah,O
Sikka,b-lokasi
",",O
Nusa,b-lokasi
Tenggara,i-lokasi
Timur,e-lokasi
(,O
NTT,b-lokasi
),O
hingga,O
Tasikmalaya,b-lokasi
",",O
Jawa,b-lokasi
Barat,e-lokasi
telah,O
mengonfirmasi,O
kasus,O
DBD,b-penyakit
hingga,O
menyebabkan,O
warganya,O
meninggal,O
dunia,O
.,O
Masyarakat,O
diminta,O
mengenali,O
gejala,O
awal,O
DBD,b-penyakit
dan,O
segera,O
melakukan,O
tindakan,O
.,O
Gejala,O
DBD,b-penyakit
",",O
antara,O
lain,O
demam,O
dalam,O
rentang,O
waktu,O
2,O
hingga,O
3,O
hari,O
.,O
Gejala,O
lainnya,O
yakni,O
mual,O
",",O
muntah,O
",",O
sakit,O
kepala,O
.,O
SUKABUMI,b-lokasi
",",O
KOMPAS.com,O
-,O
Sepanjang,O
Januari,b-waktu
2020,e-waktu
",",O
puluhan,O
warga,O
terjangkit,O
demam,b-penyakit
berdarah,i-penyakit
dengue,e-penyakit
(,O
DBD,b-penyakit
),O
dan,O
sempat,O
dirawat,O
di,O
RSUD,O
R,O
Syamsudin,O
Kota,b-lokasi
Sukabumi,e-lokasi
",",O
Jawa,b-lokasi
Barat,e-lokasi
.,O
Hingga,O
Selasa,b-waktu
(,O
4/2/2019,b-waktu
),O
",",O
sejumlah,O
pasien,O
penyakit,O
yang,O
ditularkan,O
melalui,O
melalui,O
gigitan,O
nyamuk,O
Aedes,O
aegypti,O
itu,O
masih,O
ada,O
yang,O
dirawat,O
.,O
Mereka,O
terdiri,O
dari,O
anak,O
-,O
anak,O
dan,O
orang,O
dewasa,O
.,O
Data,O
sementara,O
RSUD,O
R,O
Syamsudin,O
Kota,b-lokasi
Sukabumi,e-lokasi
pada,O
Januari,b-waktu
2020,e-waktu
menyebutkan,O
",",O
jumlah,O
pasien,O
demam,b-penyakit
berdarah,i-penyakit
sebanyak,e-penyakit
43,b-korban
pasien,e-korban
.,O
Sebanyak,O
14,b-korban
pasien,e-korban
di,O
antaranya,O
dari,O
Kota,b-lokasi
Sukabumi,e-lokasi
",",O
28,b-korban
pasien,e-korban
dari,O
Kabupaten,b-lokasi
Sukabumi,e-lokasi
dan,O
1,b-korban
pasien,e-korban
dari,O
Kabupaten,b-lokasi
Cianjur,e-lokasi
.,O
TANJUNGPINANG,b-lokasi
",",O
KOMPAS.com,O
Kasus,O
demam,b-penyakit
berdarah,i-penyakit
dengue,e-penyakit
(,O
DBD,b-penyakit
),O
di,O
Kepulauan,b-lokasi
Riau,e-lokasi
(,O
Kepri,O
),O
selama,O
2019,b-waktu
lalu,O
tercatat,O
lebih,O
dari,O
900,b-korban
kasus,e-korban
.,O
Bahkan,O
dari,O
angka,O
tersebut,O
",",O
13,O
kasus,O
hingga,O
menyebabkan,O
kematian,O
.,O
Kadis,O
Kesehatan,O
Kepri,O
",",O
Tjetjep,O
Yudiana,O
mengatakan,O
kasus,O
DBD,b-penyakit
lebih,O
mengkhawatirkan,O
dari,O
pada,O
corona,O
saat,O
ini,O
.,O
Sebab,O
untuk,O
demam,b-penyakit
berdarah,e-penyakit
sudah,O
jelas,O
ada,O
pasien,O
yang,O
hingga,O
meninggal,O
dunia,O
",",O
sementara,O
virus,O
corona,O
sampai,O
saat,O
ini,O
belum,O
ada,O
