token_0,BIO_tag_0
6/5/2020,b-waktu
),o
.,o
 ,O
Humas,o
 ,O
Rumah,o
 ,O
Sakit,o
 ,O
Umum,o
 ,O
Daerah,o
 ,O
(,o
RSUD,o
),o
 ,O
Suwondo,o
 ,O
Kendal,b-lokasi
",",O
 ,O
M,o
 ,O
Wibowo,o
 ,O
mengatakan,o
",",O
 ,O
terdapat,o
 ,O
70,b-korban
 ,O
penderita,e-korban
 ,O
DBD,b-penyakit
 ,O
yang,O
 ,O
dirawat,o
 ,O
hingga,o
 ,O
April,o
 ,O
2020,o
.,o
 ,O
``,o
Dari,O
 ,O
data,o
 ,O
rumah,o
 ,O
sakit,o
",",O
 ,O
penderita,b-korban
 ,O
DBD,b-penyakit
 ,O
yang,O
 ,O
dirawat,o
 ,O
pada,O
 ,O
bulan,o
 ,O
Januari,o
",",O
 ,O
ada,O
 ,O
12,b-korban
 ,O
orang,e-korban
",",O
 ,O
bulan,o
 ,O
februari,o
 ,O
15,b-korban
 ,O
orang,e-korban
",",O
 ,O
Maret,o
 ,O
22,b-korban
 ,o
orang,e-korban
 ,O
dan,O
 ,O
April,o
 ,O
21,o
 ,O
orang,o
.,o
 ,O
Total,o
 ,O
semuanya,o
 ,O
70,b-korban
 ,O
orang,e-korban
 ,O
dirawat,o
 ,O
di,O
 ,O
RSUD,o
 ,o
Kendal,b-lokasi
",",O
'',o
KOMPAS.com,o
 ,O
",",O
 ,O
Di,O
 ,O
tengah,o
 ,O
pandemi,o
 ,O
Covid,o
-,O
19,o
 ,O
yang,O
 ,O
belum,O
 ,O
usai,o
",",O
 ,O
ternyata,o
 ,O
data,o
 ,O
sebaran,o
 ,O
kasus,b-korban
 ,o
Demam,b-penyakit
 ,O
Berdarah,i-penyakit
 ,O
Dengue,e-penyakit
 ,O
(,o
 ,O
DBD,b-penyakit
),o
 ,O
di,O
 ,O
Indonesia,b-lokasi
 ,O
sudah,O
 ,O
mencapai,o
 ,O
49.931,b-korban
 ,O
kasus,e-korban
.,o
 ,O
Data,o
 ,O
tersebut,o
 ,O
adalah,O
 ,O
angka,o
 ,O
akumulasi,o
 ,O
dari,O
 ,O
kasus,b-korban
 ,o
yang,O
 ,O
terjadi,o
 ,O
sejak,o
 ,O
Januari,o
 ,O
hingga,o
 ,O
30,b-waktu
 ,O
April,i-waktu
 ,O
2020,e-waktu
 ,O
dari,O
 ,O
seluruh,o
 ,O
wilayah,o
 ,O
di,O
 ,O
Indonesia,b-lokasi
.,o
 ,O
Hal,O
 ,O
ini,O
 ,O
diungkapkan,o
 ,O
dalam,O
 ,O
laporan,o
 ,O
yang,O
 ,O
diterima,o
 ,O
oleh,O
 ,O
Direktur,o
 ,O
Pencegahan,o
 ,O
dan,O
 ,O
Pengendalian,o
 ,O
Penyakit,b-penyakit
 ,O
Tular,o
 ,O
Vektor,o
 ,O
dan,O
 ,O
Zoonotik,o
 ,O
Kementerian,o
 ,O
Kesehatan,o
",",O
 ,O
Siti,o
 ,O
Nadia,o
 ,O
Tarmizi,o
.,o
 ,O
Nadia,o
 ,O
mengatakan,o
 ,O
bahwa,O
 ,O
di,O
 ,O
tengah,o
 ,O
pandemi,o
 ,O
Covid,o
-,O
19,o
 ,O
yang,O
 ,O
masih,O
 ,O
terjadi,o
",",O
 ,O
angka,o
 ,O
kasus,o
 ,O
pasien,b-korban
 ,O
DBD,b-penyakit
 ,O
di,O
 ,O
Indonesia,b-lokasi
 ,O
masih,O
 ,O
terus,o
 ,O
bertambah,o
.,o
 ,O
Begitupun,o
 ,O
dengan,O
 ,O
angka,o
 ,O
kematian,o
 ,O
akibat,o
 ,O
DBD,b-penyakit
 ,O
ini,O
",",O
 ,O
sudah,O
 ,O
mencapai,o
 ,O
314,b-korban
 ,O
orang,e-korban
.,o
 ,O
Kendati,o
 ,O
masyarakat,o
 ,O
sibuk,o
 ,O
dengan,O
 ,O
pandemi,o
 ,O
Covid,o
-,O
19,o
",",O
 ,O
Nadia,o
 ,O
mengingatkan,o
 ,O
perlunya,o
 ,O
meningkatkan,o
 ,O
kewaspadaan,o
 ,O
terhadap,O
 ,O
potensi,o
 ,O
DBD,b-penyakit
 ,O
ini,O
.,o
 ,O
``,o
Sampai,O
 ,O
saat,O
 ,O
ini,O
",",O
 ,O
masih,O
 ,O
bisa,O
 ,O
ditangani,o
 ,O
(,o
pasien,b-korban
 ,O
DBD,b-penyakit
),o
",",O
 ,O
hanya,O
 ,O
perlu,o
 ,O
kewaspadaan,o
 ,O
kita,O
 ,O
bersama,o
 ,O
juga,O
 ,O
masyarakat,o
",",O
 ,O
apalagi,O
 ,O
saat,O
 ,O
ini,O
 ,O
warga,o
 ,O
banyak,o
 ,O
di,O
 ,O
rumah,o
",",o
'',o
 ,O
kata,o
 ,O
Nadia,o
 ,O
kepada,O
 ,O
Kompas.com,o
",",O
 ,O
Jumat,o
 ,O
(,o
30/4/2020,b-waktu
),o
.,o
 ,O
Untuk,O
 ,O
diketahui,o
",",O
 ,O
berikut,o
 ,O
5,o
 ,O
kabupaten,b-lokasi
 ,O
atau,O
 ,O
kota,b-lokasi
 ,O
dengan,O
 ,O
kasus,b-korban
 ,O
tertinggi,o
 ,O
DBD,b-penyakit
 ,O
di,O
 ,O
Indonesia,b-lokasi
 ,O
pada,O
 ,O
tahun,o
 ,O
2020,o
 ,O
ini,O
.,o
 ,O
1,o
.,o
 ,O
Kabupaten,b-lokasi
 ,O
Buleleng,e-lokasi
 ,O
Provinsi,b-lokasi
 ,O
Bali,e-lokasi
",",O
 ,O
dengan,O
 ,O
jumlah,o
 ,O
kasus,b-korban
 ,O
mencapai,o
 ,O
2.057,b-korban
 ,O
2,o
.,o
 ,O
Kabupaten,b-lokasi
 ,O
Sikka,e-lokasi
 ,O
Provinsi,b-lokasi
 ,O
Nusa,i-lokasi
 ,O
Tenggara,i-lokasi
 ,O
Timur,e-lokasi
",",O
 ,O
dengan,O
 ,O
jumlah,o
 ,O
kasus,b-korban
 ,O
mencapai,o
 ,O
1.624,b-korban
 ,O
3,o
.,o
 ,O
Kabupaten,b-lokasi
 ,O
Badung,e-lokasi
 ,O
Provinsi,b-lokasi
 ,O
Bali,e-lokasi
",",O
 ,O
dengan,O
 ,O
jumlah,o
 ,O
kasus,b-korban
 ,O
mencapai,o
 ,O
1.355,b-korban
 ,O
4,o
.,o
 ,O
Kota,b-lokasi
 ,O
Denpasar,e-lokasi
 ,O
Provinsi,b-lokasi
 ,O
Bali,e-lokasi
",",O
 ,O
dengan,O
 ,O
jumlah,o
 ,O
kasus,b-korban
 ,O
mencapai,o
 ,O
858,b-korban
 ,O
5,o
.,o
 ,O
Kabupaten,b-lokasi
 ,O
Pringsewu,e-lokasi
 ,O
Provinsi,b-lokasi
 ,O
Lampung,e-lokasi
",",O
 ,O
dengan,O
 ,O
jumlah,o
 ,O
kasus,b-korban
 ,O
mencapai,o
 ,O
843,b-korban
.,o
KOMPAS.com,o
 ,O
-,O
 ,O
Anak,o
 ,O
usai,o
 ,O
5,o
 ,O
hingga,o
 ,O
14,o
 ,o
tahun,o
 ,O
menjadi,o
 ,O
rentang,o
 ,O
usia,o
 ,O
yang,O
 ,O
paling,o
 ,O
banyak,o
 ,O
terinfeksi,o
 ,O
penyakit,b-penyakit
 ,O
Demam,b-penyakit
 ,O
Berdarah,i-penyakit
 ,O
Dengue,e-penyakit
 ,O
(,o
 ,O
DBD,b-penyakit
),o
 ,O
dan,O
 ,O
meninggal,o
 ,O
dunia,o
.,o
 ,O
Berdasarkan,o
 ,O
data,o
 ,O
yang,O
 ,O
dilaporkan,o
 ,O
oleh,O
 ,O
Kementerian,o
 ,O
Kesehatan,o
",",O
 ,O
dari,O
 ,O
Januari,o
 ,O
hingga,o
 ,O
tanggal,o
 ,O
30,b-waktu
 ,O
April,i-waktu
 ,O
2020,e-waktu
",",O
 ,O
terdapat,o
 ,O
49.931,b-korban
 ,O
jumlah,i-korban
 ,O
kasus,e-korban
 ,O
pasien,b-korban
 ,O
DBD,b-penyakit
 ,O
di,O
 ,O
seluruh,o
 ,o
willayah,o
 ,O
Indonesia,b-lokasi
.,o
 ,O
Sementara,O
 ,O
itu,O
",",O
 ,O
disampaikan,o
 ,O
oleh,O
 ,O
Direktur,o
 ,O
Pencegahan,o
 ,O
dan,O
 ,O
Pengendalian,o
 ,O
Penyakit,o
 ,O
Tular,o
 ,O
Vektor,o
 ,O
dan,O
 ,O
Zoonotik,o
 ,O
Kementerian,o
 ,O
Kesehatan,o
",",O
 ,O
Siti,o
 ,O
Nadia,o
 ,O
Tarmizi,o
",",O
 ,O
rata,o
-,O
rata,o
 ,O
laporan,o
 ,O
distribusi,o
 ,O
kasus,o
 ,O
usia,o
 ,O
anak,o
-,O
anak,o
 ,O
memiliki,o
 ,O
porsi,o
 ,O
yang,O
 ,O
tinggi,o
",",O
 ,O
termasuk,o
 ,O
tingkat,o
 ,O
kematian,o
.,o
 ,O
Angka,o
 ,O
kasus,o
 ,O
infeksi,o
 ,O
dan,O
 ,O
kematian,o
 ,O
yang,O
 ,o
tinggi,o
 ,O
pada,O
 ,O
anak,o
-,O
anak,o
 ,O
ini,O
 ,O
utamanya,o
 ,O
didasarkan,o
 ,O
pada,O
 ,O
kondisi,o
 ,O
anak,o
-,O
anak,o
 ,O
yang,O
 ,O
memang,o
 ,o
rentan,o
 ,O
terinfeksi,o
 ,O
virus,o
 ,O
dengue,o
.,o
 ,O
Baca,o
 ,O
juga,O
:,O
 ,O
Pasien,o
 ,O
DBD,b-penyakit
 ,O
Capai,o
 ,O
49.941,b-korban
",",O
 ,O
Ini,O
 ,O
5,o
 ,O
Wilayah,o
 ,O
Indonesia,b-lokasi
 ,o
dengan,O
 ,O
Kasus,o
 ,O
Terbanyak,o
 ,O
``,o
Mungkin,o
 ,O
karena,O
 ,O
sekarang,o
 ,O
banyak,o
 ,O
di,O
 ,O
rumah,o
",",O
 ,O
dan,O
 ,O
memang,o
 ,O
DBD,b-penyakit
 ,O
rentan,o
 ,O
pada,O
 ,O
usia,o
 ,O
anak,o
-,o
anak,o
",",O
'',o
 ,O
kata,o
 ,O
Nadia,o
 ,O
kepada,O
 ,O
Kompas.com,o
",",O
 ,O
Kamis,o
 ,O
(,o
29/4/2020,b-waktu
),o
.,o
 ,O
Berikut,o
 ,O
distribusi,o
 ,O
kasus,o
 ,O
infeksi,o
 ,O
dan,O
 ,O
kematian,o
 ,O
DBD,b-penyakit
 ,O
per,o
 ,O
kelompok,o
 ,O
umur,o
 ,O
di,O
 ,O
Indonesia,o
.,o
 ,o
1,o
.,o
 ,O
Usia,o
 ,O
di,O
 ,O
bawah,o
 ,O
satu,o
 ,O
tahun,o
",",O
 ,O
jumlah,o
 ,O
kasusnya,o
 ,O
mencapai,o
 ,O
5,o
 ,O
persen,o
 ,O
dengan,O
 ,O
angka,o
 ,O
kematian,o
 ,O
mencapai,o
 ,O
13,o
 ,O
persen,o
.,o
 ,O
2,o
.,o
 ,O
Usia,o
 ,O
1,o
-,O
4,o
 ,O
tahun,o
",",O
 ,O
jumlah,o
 ,O
kasusnya,o
 ,O
mencapai,o
 ,O
20,o
 ,O
persen,o
 ,O
dengan,O
 ,O
angka,o
 ,O
kematian,o
 ,O
mencapai,o
 ,O
27,o
 ,O
persen,o
.,o
 ,o
3,o
.,o
 ,O
Usia,o
 ,O
5,o
-,O
14,o
 ,O
tahun,o
",",O
 ,O
jumlah,o
 ,O
kasus,o
 ,O
mencapai,o
 ,O
29,o
 ,O
persen,o
 ,O
dengan,O
 ,O
angka,o
 ,O
kematian,o
 ,O
mencapai,o
 ,O
35,o
 ,O
persen,o
.,o
 ,O
4,o
.,o
 ,O
Usia,o
 ,O
15,o
-,O
44,o
 ,O
tahun,o
",",O
 ,O
jumlah,o
 ,O
kasusnya,o
 ,O
mencapai,o
 ,O
35,o
 ,O
persen,o
 ,O
dengan,O
 ,O
angka,o
 ,O
kematian,o
 ,O
mencapai,o
 ,O
14,o
 ,O
persen,o
.,o
 ,o
5,o
.,o
 ,O
Usia,o
 ,O
di,O
 ,O
atas,o
 ,O
44,o
 ,O
tahun,o
",",O
 ,O
jumlah,o
 ,O
kasusnya,o
 ,O
mencapai,o
 ,O
11,o
 ,O
persen,o
 ,O
dengan,O
 ,O
angka,o
 ,O
kematian,b-korban
 ,O
mencapai,o
 ,O
11,b-korban
 ,O
persen,o
.,o
JAKARTA,b-lokasi
",",O
 ,O
KOMPAS.com,o
 ,O
-,O
 ,O
Sebanyak,o
 ,O
212,b-korban
 ,O
warga,e-korban
 ,O
Jakarta,b-lokasi
 ,O
Pusat,o
 ,O
terjangkit,o
 ,O
Demam,b-penyakit
 ,O
Berdarah,i-penyakit
 ,O
Dengue,e-penyakit
 ,O
(,o
 ,O
DBD,b-penyakit
),o
 ,O
sejak,o
 ,O
Januari,o
 ,O
sampai,O
 ,O
April,O
 ,O
2020,O
.,O
 ,O
Data,O
 ,O
tersebut,O
 ,O
berdasarkan,O
 ,O
temuan,O
 ,O
kasus,O
 ,O
yang,O
 ,O
dicatatkan,O
 ,O
Suku,O
 ,O
Dinas,O
 ,O
Kesehatan,O
 ,O
(,O
Sudinkes,O
),O
 ,O
Jakarta,b-lokasi
 ,O
Pusat,o
 ,O
dari,O
 ,O
delapan,o
 ,O
kecamatan,o
 ,o
yang,O
 ,O
berada,o
 ,O
di,O
 ,O
wilayah,o
 ,o
Jakarta,b-lokasi
 ,O
Pusat,o
.,o
 ,O
``,o
Itu,O
 ,O
rekap,o
 ,O
kasus,o
 ,O
yang,O
 ,O
ada,O
 ,O
di,O
 ,O
kami,O
",",O
 ,O
total,o
 ,O
dari,O
 ,O
1,o
 ,O
Januari,o
 ,O
sampai,O
 ,O
dengan,O
 ,O
27,o
 ,O
April,o
 ,O
se,o
 ,O
Jakarta,b-lokasi
 ,O
Pusat,o
",",O
'',o
 ,O
ujar,o
 ,O
Kasudinkes,o
 ,O
Jakarta,b-lokasi
 ,O
Pusat,o
 ,O
Erizon,o
 ,O
Safari,o
 ,O
saat,O
 ,O
dihubungi,o
 ,O
Kompas.com,o
",",O
 ,O
(,o
29/4/2020,b-waktu
),o
.,o
 ,O
Erizon,o
 ,O
tidak,O
 ,O
mengungkapkan,o
 ,O
berapa,o
 ,O
jumlah,o
 ,O
warga,o
 ,O
yang,O
 ,O
terjangkit,o
 ,O
DBD,b-penyakit
 ,O
setiap,O
 ,O
bulannya,o
.,o
 ,O
Namun,O
",",O
 ,O
sepanjang,o
 ,O
periode,o
 ,O
tersebut,o
 ,O
temuan,o
 ,O
kasus,o
 ,O
tertinggi,o
 ,O
terjadi,o
 ,O
pada,O
 ,O
Maret,o
 ,O
2020,o
 ,o
dengan,O
 ,O
total,o
 ,O
lebih,o
 ,O
120,b-korban
 ,O
kasus,b-korban
 ,O
DBD,b-penyakit
 ,O
di,O
 ,O
wilayah,o
 ,O
Jakarta,b-lokasi
 ,O
Pusat,o
.,o
 ,O
``,o
Hanya,O
 ,O
bulan,o
 ,O
Maret,o
 ,O
saja,O
 ,O
ada,O
 ,O
120,b-korban
-,O
an,o
",",O
 ,O
dan,O
 ,O
pada,O
 ,O
bulan,o
 ,O
April,o
 ,O
dari,O
 ,O
pantauan,o
 ,O
kita,O
 ,O
belum,O
 ,O
setinggi,o
 ,O
Maret,o
",",O
 ,O
cuma,o
 ,O
itu,O
 ,O
kan,o
 ,O
datanya,o
 ,O
belum,O
 ,O
masuk,o
 ,O
semua,o
",",O
'',o
 ,O
ungkapnya,o
.,o
 ,O
Erizon,o
 ,O
menjelaskan,o
",",O
 ,O
kondisi,o
 ,O
tersebut,o
 ,O
bukan,o
 ,O
berarti,o
 ,O
temuan,o
 ,O
kasus,b-korban
 ,O
DBD,b-penyakit
 ,O
mengalami,o
 ,O
penurunan,o
.,o
 ,O
Sebab,O
",",O
 ,O
berdasarkan,o
 ,O
tahun,o
-,O
tahun,o
 ,O
sebelumnya,o
",",O
 ,O
jumlah,o
 ,O
kasus,b-korban
 ,O
DBD,b-penyakit
 ,O
tertinggi,o
 ,O
kerap,o
 ,O
terjadi,o
 ,O
pada,O
 ,O
Maret,o
 ,O
dan,O
 ,O
April,o
.,o
KULONPROGO,b-lokasi
",",O
 ,O
KOMPAS.com,o
 ,O
-,O
 ,O
Dinas,o
 ,O
Kesehatan,o
 ,O
Kulonprogo,b-lokasi
",",O
 ,O
Daerah,o
 ,O
Istimewa,o
 ,O
Yogyakarta,b-lokasi
 ,O
mencatat,o
 ,O
sepanjang,o
 ,O
Januari,o
-,O
April,o
 ,O
2020,o
 ,O
terdapat,o
 ,O
145,b-korban
 ,O
kasus,e-korban
 ,O
Demam,b-penyakit
 ,O
Berdarah,i-penyakit
 ,O
Dengue,e-penyakit
 ,O
(,o
 ,O
DBD,b-penyakit
),o
.,o
 ,O
Kepala,o
 ,O
Bidang,o
 ,O
Pencegahan,o
 ,O
dan,O
 ,O
Pengendalian,o
 ,O
Penyakit,o
 ,O
(,o
P2P,o
),o
 ,O
Dinkes,o
 ,O
Kulonprogo,o
 ,O
Baning,o
 ,O
Rahayujati,o
 ,O
menuturkan,o
",",O
 ,O
terdapat,o
 ,O
penambahan,o
 ,O
61,b-korban
 ,O
kasus,e-korban
 ,O
dari,O
 ,O
semula,o
 ,O
84,b-korban
 ,o
kasus,o
 ,O
sejak,o
 ,O
pertengahan,o
 ,O
Maret,o
 ,O
2020,o
 ,O
?,O
Tidak,O
 ,O
ada,O
 ,O
satu,o
 ,O
masyarakat,o
 ,O
yang,O
 ,O
menjadi,o
 ,o
korban,o
 ,O
jiwa,o
 ,O
dalam,O
 ,O
kasus,o
 ,O
ini,O
",",O
?,O
 ,O
kata,o
 ,O
Kepala,o
 ,O
Bidang,o
 ,O
Pencegahan,o
 ,O
dan,O
 ,O
Pengendalian,o
 ,O
Penyakit,o
 ,O
(,o
P2P,o
),o
 ,O
Dinkes,o
 ,O
Kulon,o
 ,O
Progo,o
 ,O
Baning,o
 ,O
Rahayujati,o
 ,O
via,o
 ,O
pesan,o
 ,O
singkat,o
",",O
 ,O
Selasa,o
 ,O
(,o
28/4/2020,b-waktu
),o
.,o
 ,O
Baning,o
 ,O
mengaku,o
",",O
 ,O
pihaknya,o
 ,O
tetap,o
 ,O
konsentrasi,o
 ,O
terhadap,O
 ,O
kasus,b-korban
 ,O
DBD,b-penyakit
 ,O
di,O
 ,O
tengah,o
 ,O
pandemi,o
 ,O
corona,o
 ,O
sekarang,o
 ,O
ini,O
.,o
 ,O
Kulonprogo,b-lokasi
",",O
 ,O
kata,o
 ,O
dia,O
",",O
 ,O
tengah,o
 ,O
menangani,o
 ,O
kasus,o
 ,O
DBD,b-penyakit
 ,O
yang,O
 ,O
berkembang,o
 ,O
paling,o
 ,O
banyak,o
 ,O
di,O
 ,O
daerah,o
 ,O
padat,o
 ,O
penduduk,o
",",O
 ,O
seperti,O
 ,O
24,b-korban
 ,O
kasus,e-korban
 ,O
di,O
 ,O
Wates,b-lokasi
",",O
 ,O
lalu,o
 ,O
Puskesmas,o
 ,O
di,O
 ,O
Kapanewon,b-lokasi
 ,O
Lendah,o
 ,O
menangani,o
 ,O
sebanyak,o
 ,O
11,b-korban
 ,O
kasus,e-korban
",",O
 ,O
sementara,O
 ,O
dua,O
 ,O
puskesmas,o
 ,O
di,O
 ,O
Galur,b-lokasi
 ,O
menangani,o
 ,O
16,b-korban
 ,O
kasus,e-korban
.,o
 ,O
Upaya,o
 ,O
yang,O
 ,O
dilakukan,o
 ,O
yakni,O
 ,O
tetap,o
 ,O
melaksanakan,o
 ,O
fogging,o
 ,O
dan,O
 ,O
pemberantasan,o
 ,O
sarang,o
 ,O
nyamuk,o
.,o
 ,O
'Sampai,o
 ,O
sekarang,o
",",O
 ,O
Dinkes,o
 ,O
sudah,O
 ,O
melaksanakan,o
 ,O
pengasapan,o
 ,O
pada,O
 ,O
berbagai,o
 ,O
daerah,o
.,o
 ,O
Kini,o
",",O
 ,O
terlaksana,o
 ,O
sampai,O
 ,O
kali,o
 ,O
ke,O
-,O
10,o
.,o
 ,O
Terakhir,o
 ,O
di,O
 ,O
Wonosidi,b-lokasi
 ,O
Kidul,e-lokasi
 ,O
di,O
 ,O
Wates,b-lokasi
",",O
?,O
 ,O
kata,o
 ,O
Baning,o
.,o
KOMPAS.com,o
 ,O
-,O
 ,O
Selain,O
 ,O
bahaya,o
 ,O
virus,o
 ,O
corona,o
 ,O
Covid,o
-,O
19,o
 ,O
yang,O
 ,O
masih,O
 ,O
mengancam,o
",",O
 ,O
masyarakat,o
 ,O
Indonesia,o
 ,O
juga,O
 ,O
harus,O
 ,O
mewaspadai,o
 ,O
bahaya,o
 ,O
dari,O
 ,O
penyakit,o
 ,O
Demam,b-penyakit
 ,O
Berdarah,i-penyakit
 ,O
Dengue,e-penyakit
 ,O
(,o
 ,O
DBD,b-penyakit
),o
.,o
 ,O
Penyakit,o
 ,O
yang,O
 ,O
ditularkan,o
 ,O
oleh,O
 ,O
nyamuk,o
 ,O
Aedes,o
 ,O
aegypti,o
 ,O
ini,O
 ,O
juga,O
 ,O
tergolong,o
 ,O
ke,O
 ,O
dalam,O
 ,O
penyakit,o
 ,O
yang,O
 ,O
mematikan,o
.,o
 ,O
Berdasarkan,o
 ,O
laporan,o
 ,O
Kementerian,o
 ,O
Kesehatan,o
",",O
 ,O
di,O
 ,O
Indonesia,o
 ,O
sejak,o
 ,O
1,o
 ,O
Januari,o
 ,O
sampai,O
 ,O
27,b-waktu
 ,O
April,i-waktu
 ,O
2020,e-waktu
 ,O
tercatat,o
 ,O
49.563,b-korban
 ,O
kasus,e-korban
 ,O
DBD,b-penyakit
.,o
 ,O
Angka,o
 ,O
terbanyak,o
 ,O
berada,o
 ,O
di,O
 ,O
Jawa,b-lokasi
 ,O
Barat,e-lokasi
 ,O
(,o
